43824	7	20010101	20051231	86400
Time_interval	Precip_mm.d	Temp_C	RH_1	Wind_m.s	RN_w.m2	Pres_pa
4.70833333333333	0	-2.96	0.5155	3.62	294.314	67845.8516
4.75	0	-1.06	0.5334	3.66	385.975	67797.0312
4.79166666666667	0	-0.76	0.5351	4.2	408.653	67805.1719
4.83333333333333	0.8304	-0.45	0.536	4.75	400.672	67813.3125
4.875	1.4496	-0.14	0.5367	5.3	328.688	67821.4375
4.91666666666667	0.084	-1.66	0.5254	4.87	235.2	67720.3438
4.95833333333333	0	-3.18	0.5052	4.44	112	67618.4531
5	1.968	-4.71	0.4743	4.01	0	67516.4219
5.04166666666667	0	-4.85	0.4812	4.07	0	67553.0078
5.08333333333333	0.828	-4.98	0.488	4.13	0	67589.5703
5.125	0	-5.12	0.4951	4.19	0	67626.0938
5.16666666666667	1.968	-5.69	0.5111	4.05	0	67581.2578
5.20833333333333	0	-6.26	0.5277	3.92	0	67536.4297
5.25	0.828	-6.82	0.5444	3.79	0	67490.9688
5.29166666666667	0	-6.57	0.5321	3.7	0	67429.2266
5.33333333333333	0	-6.31	0.5197	3.61	0	67368.1328
5.375	0.828	-6.06	0.508	3.51	0	67306.3984
5.41666666666667	0	-6.39	0.4966	3.6	0	67261.4766
5.45833333333333	0	-6.72	0.4844	3.69	0	67216.5391
5.5	0	-7.05	0.4714	3.77	0	67171.6172
5.54166666666667	0	-6.97	0.4924	4.27	0	67165.9297
5.58333333333333	0	-6.88	0.5127	4.77	0	67160.8594
5.625	0	-6.8	0.5332	5.26	70.432	67155.1562
5.66666666666667	0	-5.26	0.5638	5.44	196.048	67164.9609
5.70833333333333	0	-3.72	0.5823	5.62	294.362	67174.4609
5.75	0	-2.19	0.5916	5.8	385.681	67184.3125
5.79166666666667	0	-2.23	0.6008	5.75	408.575	67135.3672
5.83333333333333	0	-2.28	0.6107	5.71	400.953	67086.4219
5.875	0	-2.32	0.6201	5.66	331.712	67037.4688
5.91666666666667	0	-4.18	0.6288	5.1	238.08	67013.0391
5.95833333333333	0	-6.04	0.6283	4.55	114.576	66988.3828
6	0	-7.89	0.6145	3.99	0	66963.5078
6.04166666666667	0	-8.76	0.6117	3.9	0	66932.0234
6.08333333333333	0	-9.62	0.6054	3.82	0	66900.5234
6.125	0	-10.49	0.5962	3.73	0	66868.3672
6.16666666666667	0	-11.33	0.608	2.95	0	66911.1484
6.20833333333333	0	-12.17	0.6188	2.18	0	66953.9219
6.25	0	-13.01	0.6286	1.41	0	66996.0391
6.29166666666667	0	-13.97	0.6546	1.29	0	66956.5234
6.33333333333333	0	-14.93	0.6813	1.18	0	66917.6406
6.375	0	-15.89	0.7086	1.06	0	66878.1172
6.41666666666667	0	-16.41	0.7105	1.4	0	66935.8594
6.45833333333333	0	-16.92	0.7104	1.73	0	66994.2266
6.5	0	-17.44	0.71	2.07	0	67051.9531
6.54166666666667	0	-17.7	0.7411	2.18	0	67060.4375
6.58333333333333	0	-17.97	0.774	2.28	0	67068.9297
6.625	0	-18.24	0.808	2.39	73.216	67078.0625
6.66666666666667	0	-15.83	0.7643	2.73	203.568	67196.3984
6.70833333333333	0	-13.41	0.7128	3.07	305.69	67314.5078
6.75	0	-11	0.6587	3.41	399.735	67432.3828
6.79166666666667	0	-10.34	0.6525	3.17	423.7	67382.1875
6.83333333333333	0	-9.68	0.6455	2.94	416.161	67331.3516
6.875	0	-9.01	0.6371	2.7	345.216	67280.4766
6.91666666666667	0	-11.19	0.6247	2.63	248.528	67292.0078
6.95833333333333	0	-13.37	0.5877	2.56	120.872	67302.6016
7	0	-15.55	0.5164	2.5	0	67313.5391
7.04166666666667	0	-15.47	0.4813	2.72	0	67316.3594
7.08333333333333	0	-15.4	0.4471	2.95	0	67319.8125
7.125	0	-15.32	0.413	3.18	0	67322.5781
7.16666666666667	0	-15.12	0.3582	3.26	0	67302.9297
7.20833333333333	0	-14.93	0.3054	3.33	0	67282.6328
7.25	0	-14.73	0.254	3.41	0	67262.9688
7.29166666666667	0	-14.46	0.2242	3.34	0	67272.5
7.33333333333333	0	-14.19	0.1955	3.26	0	67282.0312
7.375	0	-13.92	0.168	3.18	0	67291.5625
7.41666666666667	0	-13.58	0.1486	3.32	0	67299.9766
7.45833333333333	0	-13.24	0.1302	3.47	0	67308.3828
7.5	0	-12.9	0.1127	3.61	0	67316.7812
7.54166666666667	0	-12.75	0.1279	3.52	0	67266.7031
7.58333333333333	0	-12.6	0.1428	3.44	0	67216.6172
7.625	0	-12.44	0.1572	3.35	74.704	67165.8984
7.66666666666667	0	-9.42	0.2562	2.9	207.328	67240.2812
7.70833333333333	0	-6.4	0.3086	2.45	311.315	67313.5938
7.75	0	-3.37	0.3303	1.99	403.762	67386.4688
7.79166666666667	0	-3.14	0.3562	1.77	428.2	67301.8828
7.83333333333333	0	-2.91	0.3811	1.55	420.933	67216.6562
7.875	0	-2.68	0.405	1.33	350.112	67131.4375
7.91666666666667	0	-4.94	0.358	1.14	252.848	67109.7109
7.95833333333333	0	-7.2	0.2814	0.96	124.264	67087.6562
8	0	-9.47	0.165	0.77	0	67065.3125
8.04166666666667	0	-9.98	0.1484	0.53	0	67093.7188
8.08333333333333	0	-10.48	0.13	0.29	0	67122.1094
8.125	0	-10.99	0.11	0.05	0	67150.4922
8.16666666666667	0	-11.14	0.1083	0.23	0	67149.1875
8.20833333333333	0	-11.29	0.1064	0.41	0	67148.5234
8.25	0	-11.43	0.1044	0.59	0	67147.2109
8.29166666666667	0	-11.5	0.0987	0.45	0	67122.3438
8.33333333333333	0	-11.57	0.093	0.31	0	67097.4531
8.375	0	-11.64	0.0872	0.17	0	67072.5703
8.41666666666667	0	-11.77	0.0671	0.82	0	67045.1328
8.45833333333333	0	-11.9	0.0469	1.47	0	67017.6797
8.5	0	-12.03	0.0261	2.12	0	66990.25
8.54166666666667	0	-11.6	0.0524	1.95	0	67041.2109
8.58333333333333	0	-11.16	0.0769	1.78	0	67092.1406
8.625	0	-10.73	0.0999	1.61	74.864	67143.0625
8.66666666666667	0	-8.15	0.2053	1.87	207.2	67072.0938
8.70833333333333	0	-5.57	0.2702	2.13	311.047	67000.2266
8.75	0	-2.99	0.3066	2.4	397.581	66927.4375
8.79166666666667	0	-2.65	0.3928	1.94	421.863	66919.7734
8.83333333333333	0	-2.3	0.4742	1.49	415.056	66911.4609
8.875	0	-1.95	0.5512	1.03	342.448	66903.7812
8.91666666666667	0	-3.85	0.4992	1.41	248.08	66869.8516
8.95833333333333	0	-5.75	0.4204	1.78	123.208	66836.4766
9	0	-7.65	0.3069	2.15	0	66802.4297
9.04166666666667	0	-8.1	0.311	2.54	0	66808.1719
9.08333333333333	0	-8.56	0.3152	2.93	0	66814.5
9.125	0	-9.01	0.3191	3.32	0	66820.7734
9.16666666666667	0	-9.31	0.3641	3.52	0	66784.3125
9.20833333333333	0	-9.6	0.4107	3.72	0	66747.8438
9.25	0	-9.89	0.4593	3.92	0	66711.3594
9.29166666666667	0	-9.56	0.5283	3.93	0	66755.6719
9.33333333333333	0	-9.23	0.5937	3.95	0	66799.3281
9.375	0	-8.91	0.6562	3.96	0	66843.6328
9.41666666666667	0	-9.21	0.6928	4.02	0	66769.9062
9.45833333333333	0	-9.52	0.7313	4.09	0	66696.8281
9.5	0	-9.82	0.7706	4.15	0	66623.1094
9.54166666666667	0	-10.15	0.7578	4.16	0	66639.4531
9.58333333333333	0	-10.48	0.7438	4.16	0	66655.7812
9.625	0	-10.81	0.7287	4.17	71.488	66672.1328
9.66666666666667	0	-9.22	0.7591	5.08	197.184	66687.8438
9.70833333333333	0	-7.63	0.774	5.99	295.912	66703.3906
9.75	0	-6.05	0.7772	6.9	360.394	66718.7734
9.79166666666667	0	-5.85	0.7741	6.85	382.576	66728.4609
9.83333333333333	0	-5.65	0.771	6.79	376.723	66738.1406
9.875	0	-5.45	0.7678	6.74	327.824	66748.4609
9.91666666666667	0	-6.9	0.7981	5.93	238.208	66793.6172
9.95833333333333	0	-8.35	0.8262	5.13	119.544	66838.5078
10	0	-9.8	0.851	4.32	0	66883.1406
10.0416666666667	0	-10.12	0.8329	4.5	0	66897.5391
10.0833333333333	0	-10.44	0.8134	4.68	0	66911.2578
10.125	0	-10.76	0.7925	4.87	0	66924.9297
10.1666666666667	0	-11.49	0.7996	4.71	0	66940.8984
10.2083333333333	0	-12.23	0.8057	4.56	0	66956.8516
10.25	0	-12.97	0.8097	4.41	0	66972.8203
10.2916666666667	0	-12.86	0.7823	4.35	0	67035.5
10.3333333333333	0	-12.75	0.7552	4.3	0	67098.8203
10.375	0	-12.65	0.7289	4.25	0	67162.1406
10.4166666666667	0	-12.98	0.7019	4.24	0	67088.6875
10.4583333333333	0	-13.32	0.6735	4.24	0	67015.8672
10.5	0	-13.65	0.6428	4.23	0	66943.0234
10.5416666666667	1.248	-13.54	0.579	4.13	0	66988.6797
10.5833333333333	0.7104	-13.43	0.5163	4.03	0	67034.3281
10.625	0	-13.32	0.4545	3.94	74.832	67079.9609
10.6666666666667	0	-10.89	0.4574	4.02	205.536	67099.5703
10.7083333333333	0	-8.46	0.4471	4.11	308.287	67118.3203
10.75	0	-6.04	0.4289	4.19	396.643	67136.2266
10.7916666666667	0	-5.29	0.4498	3.84	421.261	67093.8438
10.8333333333333	0	-4.54	0.4672	3.48	415.152	67050.7891
10.875	0	-3.8	0.4819	3.13	341.648	67007.7266
10.9166666666667	0	-5.4	0.4911	2.76	249.04	67016.1875
10.9583333333333	0	-7.01	0.496	2.38	126.264	67024.5469
11	0	-8.61	0.4945	2.01	0	67032.1719
11.0416666666667	1.2384	-8.98	0.4599	2.14	0	67010.6172
11.0833333333333	0	-9.34	0.4227	2.28	0	66989.0625
11.125	0.7104	-9.71	0.3834	2.41	0	66968.1406
11.1666666666667	0	-9.76	0.432	2.53	0	66973.9688
11.2083333333333	1.6896	-9.81	0.481	2.66	0	66979.7734
11.25	0	-9.87	0.5308	2.78	0	66985.5391
11.2916666666667	0.7104	-9.7	0.5596	2.88	0	66976.8203
11.3333333333333	0	-9.54	0.5881	2.98	0	66967.4375
11.375	0.7104	-9.37	0.6154	3.08	0	66958.7031
11.4166666666667	0	-9.72	0.6215	2.99	0	66942.9688
11.4583333333333	0	-10.06	0.6271	2.9	0	66927.2422
11.5	0	-10.41	0.6332	2.81	0	66911.5234
11.5416666666667	0	-10.23	0.6096	2.57	0	66876.2109
11.5833333333333	4.416	-10.05	0.5866	2.33	0	66840.8828
11.625	0	-9.88	0.5645	2.09	72.208	66805.5781
11.6666666666667	0	-7.94	0.5992	1.64	197.344	66785.6172
11.7083333333333	7.7376	-6.01	0.6151	1.18	295.822	66764.9688
11.75	0	-4.07	0.6167	0.73	362.798	66743.6562
11.7916666666667	7.9392	-3.68	0.6093	0.89	385.469	66675.3906
11.8333333333333	0	-3.3	0.6022	1.06	380.191	66606.4766
11.875	0	-2.91	0.5947	1.22	330.736	66537.5469
11.9166666666667	10.5	-4.17	0.6122	0.65	241.84	66489.6484
11.9583333333333	4.416	-5.44	0.6288	0.09	123.872	66441.0938
12	0	-6.7	0.6428	0.48	0	66392.5
12.0416666666667	0	-7.6	0.6075	0.05	0	66367.5469
12.0833333333333	7.7472	-8.51	0.5649	0.38	0	66342.5625
12.125	0	-9.42	0.5133	0.81	0	66317.5312
12.1666666666667	0	-10.03	0.5379	1.31	0	66306.8594
12.2083333333333	0	-10.65	0.5642	1.81	0	66296.1797
12.25	0	-11.26	0.5914	2.3	0	66285.4609
12.2916666666667	0	-11	0.6352	2.37	0	66279.6328
12.3333333333333	4.416	-10.74	0.6772	2.43	0	66273.7969
12.375	4.416	-10.48	0.717	2.5	0	66267.9688
12.4166666666667	0	-10.51	0.7458	2.05	0	66226.2578
12.4583333333333	0	-10.53	0.7742	1.59	0	66184.5469
12.5	10.4352	-10.55	0.8026	1.14	0	66142.8438
12.5416666666667	0	-10.87	0.8161	2.03	0	66040.5781
12.5833333333333	19.2624	-11.18	0.8293	2.93	0	65938.9531
12.625	46.368	-11.49	0.8427	3.82	66.176	65836.6797
12.6666666666667	0	-10.91	0.8391	4.86	179.888	66000.8594
12.7083333333333	33.648	-10.33	0.8344	5.9	269.436	66164.3906
12.75	8.1024	-9.75	0.8288	6.94	232.851	66328.5703
12.7916666666667	19.2576	-9.9	0.825	7.21	247.496	66353.3594
12.8333333333333	0	-10.04	0.8204	7.48	244.301	66378.1328
12.875	8.1024	-10.18	0.8157	7.75	184.112	66402.9297
12.9166666666667	0	-10.81	0.8246	7.53	135.04	66436.2734
12.9583333333333	0	-11.44	0.8326	7.31	69.872	66469.5078
13	0	-12.07	0.8394	7.09	0	66503.2891
13.0416666666667	8.1024	-12.73	0.8391	6.63	0	66558.0703
13.0833333333333	0	-13.39	0.8366	6.16	0	66613.4297
13.125	0	-14.05	0.8315	5.7	0	66668.1016
13.1666666666667	8.1024	-14.66	0.8348	5.53	0	66711.9219
13.2083333333333	8.1024	-15.26	0.8355	5.36	0	66755.7266
13.25	0	-15.87	0.8354	5.19	0	66799.5312
13.2916666666667	0	-16.1	0.8309	5.06	0	66835.2109
13.3333333333333	8.1024	-16.34	0.8266	4.93	0	66870.8984
13.375	0	-16.57	0.8212	4.8	0	66906.5938
13.4166666666667	19.2624	-17.11	0.8255	4.51	0	66850.0078
13.4583333333333	0	-17.66	0.8297	4.21	0	66793.4219
13.5	0	-18.2	0.8317	3.91	0	66737.4688
13.5416666666667	5.2992	-17.96	0.8251	3.94	0	66758.0625
13.5833333333333	4.92	-17.72	0.8184	3.97	0	66779.2891
13.625	4.9152	-17.48	0.8118	4	76.32	66800.5312
13.6666666666667	0	-16.05	0.814	4.34	206.16	66807.4297
13.7083333333333	4.9152	-14.63	0.8077	4.68	308.495	66814.0469
13.75	0	-13.21	0.7941	5.02	369.035	66820.4062
13.7916666666667	4.92	-12.65	0.763	5.02	392.386	66797.6484
13.8333333333333	0	-12.09	0.7333	5.02	387.616	66774.8906
13.875	0	-11.53	0.7049	5.02	330.624	66752.1094
13.9166666666667	0	-12.43	0.7361	4.46	243.264	66798.3203
13.9583333333333	4.92	-13.33	0.7686	3.9	127.128	66844.8984
14	4.92	-14.23	0.802	3.35	0	66890.5625
14.0416666666667	0	-14.88	0.8123	3.2	0	66835.0781
14.0833333333333	0	-15.53	0.8216	3.06	0	66779.5469
14.125	8.6208	-16.18	0.8298	2.92	0	66723.9688
14.1666666666667	0	-16.78	0.8426	2.9	0	66815.4531
14.2083333333333	4.92	-17.38	0.8548	2.88	0	66906.9297
14.25	0	-17.98	0.866	2.87	0	66998.4062
14.2916666666667	0	-18.82	0.8599	2.9	0	66900.0234
14.3333333333333	0	-19.66	0.8488	2.94	0	66801.6172
14.375	8.6208	-20.51	0.8326	2.98	0	66702.5703
14.4166666666667	0	-20.75	0.7987	2.5	0	66741.5312
14.4583333333333	4.9152	-21	0.7638	2.03	0	66780.4688
14.5	0	-21.24	0.7263	1.56	0	66819.4219
14.5416666666667	9.984	-21.32	0.7145	0.46	0	66759.8516
14.5833333333333	0	-21.39	0.7019	0.64	0	66700.2578
14.625	0	-21.46	0.6891	1.74	78.496	66640.6719
14.6666666666667	4.1976	-18.87	0.7096	1.86	210.592	66718.7188
14.7083333333333	0	-16.28	0.6989	1.97	314.778	66796.4219
14.75	0	-13.69	0.6692	2.08	400.476	66873.7891
14.7916666666667	9.8016	-13.2	0.6916	2.76	425.968	66855.2422
14.8333333333333	0	-12.71	0.7115	3.44	421.108	66836.0312
14.875	0	-12.21	0.7283	4.12	341.936	66816.8203
14.9166666666667	4.1976	-13.22	0.7623	3.73	252.352	66748.9688
14.9583333333333	7.3584	-14.22	0.7968	3.34	133.184	66681.0234
15	0	-15.22	0.8326	2.96	0	66612.9609
15.0416666666667	0	-15.12	0.8317	3.38	0	66587.2734
15.0833333333333	7.3584	-15.02	0.8307	3.81	0	66561.5781
15.125	0	-14.92	0.8296	4.23	0	66535.8828
15.1666666666667	0	-15.26	0.8312	3.71	0	66570.6719
15.2083333333333	0	-15.6	0.832	3.19	0	66604.8125
15.25	0	-15.95	0.8331	2.66	0	66638.9531
15.2916666666667	0	-16.06	0.8301	2.6	0	66610.9766
15.3333333333333	0	-16.17	0.8271	2.53	0	66583.0234
15.375	4.2	-16.28	0.8239	2.46	0	66555.0469
15.4166666666667	0	-16.34	0.8257	2.39	0	66555.7969
15.4583333333333	7.3632	-16.39	0.8267	2.32	0	66556.5625
15.5	0	-16.45	0.8285	2.26	0	66557.9609
15.5416666666667	1.7664	-16.34	0.8288	3.03	0	66458.3281
15.5833333333333	0	-16.23	0.8291	3.79	0	66358.6797
15.625	1.7664	-16.12	0.8293	4.56	70.832	66259.0234
15.6666666666667	3.1008	-14.93	0.8257	5.03	188.656	66361.5781
15.7083333333333	0	-13.74	0.8169	5.5	281.634	66463.3828
15.75	0	-12.55	0.8036	5.96	365.934	66565.7266
15.7916666666667	0	-12.41	0.7767	5.81	389.333	66490.3672
15.8333333333333	0	-12.28	0.7509	5.65	385.189	66415.6484
15.875	0	-12.14	0.725	5.49	344.976	66340.2891
15.9166666666667	1.7664	-13.49	0.7524	4.62	255.376	66412.2422
15.9583333333333	0	-14.84	0.7772	3.75	136.088	66484.0625
16	1.7712	-16.19	0.7987	2.88	0	66555.7734
16.0416666666667	0	-17.38	0.8122	2.67	0	66593
16.0833333333333	0	-18.56	0.8201	2.46	0	66630.1172
16.125	0	-19.75	0.8225	2.24	0	66667.1328
16.1666666666667	0	-19.99	0.8161	1.38	0	66662.8984
16.2083333333333	1.7712	-20.23	0.8097	0.51	0	66659.25
16.25	0	-20.47	0.8026	0.35	0	66655.5781
16.2916666666667	4.2048	-21.21	0.7798	0.41	0	66613.7109
16.3333333333333	0	-21.95	0.7513	0.46	0	66572.4609
16.375	0	-22.69	0.7162	0.52	0	66530.5781
16.4166666666667	1.7712	-22.56	0.692	1.45	0	66582.3828
16.4583333333333	0	-22.44	0.6684	2.38	0	66633.5391
16.5	0	-22.31	0.6452	3.31	0	66684.7031
16.5416666666667	0	-21.87	0.6793	2.95	0	66659.4531
16.5833333333333	0	-21.43	0.7104	2.59	0	66634.8281
16.625	0	-20.99	0.7379	2.23	81.264	66609.5625
16.6666666666667	0	-18.55	0.7373	2.29	214.736	66703.9766
16.7083333333333	0	-16.12	0.7151	2.35	320.132	66797.4062
16.75	0	-13.69	0.6799	2.4	416.445	66890.5078
16.7916666666667	0	-12.9	0.6953	2.37	443.181	66790.1172
16.8333333333333	0	-12.1	0.7061	2.33	438.79	66689.7109
16.875	0	-11.31	0.7136	2.29	372.16	66589.2969
16.9166666666667	0	-13.14	0.7347	2.46	276.352	66644.3984
16.9583333333333	0	-14.97	0.7464	2.64	148.672	66699.9062
17	0	-16.81	0.7456	2.81	0	66754.5391
17.0416666666667	0	-17.68	0.708	2.38	0	66739.75
17.0833333333333	0	-18.55	0.6615	1.95	0	66725.5703
17.125	0	-19.41	0.6036	1.52	0	66711.3828
17.1666666666667	0	-19.35	0.6108	1.34	0	66728.4219
17.2083333333333	0	-19.3	0.6182	1.17	0	66745.4609
17.25	0	-19.24	0.6253	0.99	0	66762.5
17.2916666666667	0	-19.38	0.6294	0.78	0	66789.0391
17.3333333333333	0	-19.53	0.634	0.57	0	66815.5703
17.375	0	-19.67	0.6383	0.36	0	66842.0938
17.4166666666667	0	-19.36	0.6628	0.49	0	66797.1094
17.4583333333333	0	-19.05	0.6855	0.62	0	66751.4922
17.5	0	-18.74	0.7069	0.75	0	66706.4922
17.5416666666667	0	-18.04	0.7646	0.87	0	66728.1094
17.5833333333333	1.6224	-17.34	0.8142	1	0	66749.7422
17.625	0	-16.64	0.856	1.12	81.632	66771.3594
17.6666666666667	0	-15.15	0.8463	1.81	213.872	66831.9766
17.7083333333333	0	-13.65	0.8285	2.5	318.387	66892.9062
17.75	0	-12.15	0.8052	3.18	400.81	66952.8984
17.7916666666667	0	-11.51	0.81	3.32	426.649	66973.6172
17.8333333333333	0	-10.87	0.8124	3.47	422.702	66994.9609
17.875	1.6224	-10.22	0.8124	3.61	366.72	67015.6484
17.9166666666667	0	-11.76	0.8397	3.03	273.136	66945.5469
17.9583333333333	0	-13.3	0.8622	2.45	148.328	66875.8516
18	7.1184	-14.84	0.8779	1.87	0	66805.8984
18.0416666666667	1.6224	-15.21	0.8684	2.27	0	66872.5391
18.0833333333333	0	-15.59	0.8579	2.68	0	66939.75
18.125	0	-15.96	0.8454	3.08	0	67006.8984
